Word,Intensity,Valence,Position
heavy-duty,1,0,adj
heavy-handed,2,-1,adj
heavyhearted,2,-1,adj
heck,2,-1,adj
heck,2,-1,noun
heckle,2,-1,verb
hectic,1,-1,adj
hedge,2,-1,verb
hedonistic,2,-1,adj
heedless,2,-1,adj
hefty,1,0,adj
hegemonism,1,-1,adj
hegemonism,1,-1,noun
hegemonistic,2,-1,adj
hegemony,2,-1,noun
hegemony,1,-1,adj
hegemony,1,-1,noun
heinous,2,-1,adj
hell,2,-1,noun
hell-bent,2,-1,adj
hellion,2,-1,anypos
help,1,1,adj
help,1,1,noun
help,1,1,verb
helpful,1,1,adj
helpless,1,-1,adj
helplessly,1,-1,adverb
helplessness,1,-1,noun
herald,2,1,anypos
heresy,2,-1,noun
heretic,2,-1,noun
heretical,2,-1,adj
hero,2,1,noun
heroic,2,1,adj
heroic,2,1,anypos
heroically,2,1,anypos
heroine,2,1,noun
heroize,2,1,verb
heros,2,1,noun
hesitant,2,-1,adj
hideous,2,-1,adj
hideously,2,-1,adverb
hideousness,2,-1,noun
high,1,0,adj
high-powered,1,0,adj
high-quality,1,1,adj
highlight,2,1,noun
highlight,2,1,verb
hilarious,2,1,adj
hilariously,2,1,anypos
hilariousness,2,1,noun
hilarity,2,1,noun
hinder,2,-1,verb
hindrance,2,-1,noun
historic,1,1,adj
hm,2,0,anypos
hmm,2,0,anypos
hoard,2,-1,verb
hoax,2,-1,verb
hobble,1,-1,verb
hole,1,-1,noun
hollow,2,-1,adj
holy,1,1,adj
homage,2,1,noun
honest,2,1,adj
honest,1,1,noun
honestly,2,1,anypos
honesty,2,1,adj
honesty,2,1,noun
honeymoon,1,1,noun
honor,1,1,adj
honor,1,1,noun
honor,2,1,verb
honorable,2,1,anypos
hoodwink,2,-1,verb
hope,2,1,adj
hope,2,1,noun
hope,2,1,verb
hopeful,2,1,anypos
hopefully,2,1,anypos
hopefulness,2,1,noun
hopeless,2,-1,adj
hopelessly,2,-1,anypos
hopelessness,2,-1,noun
hopes,2,1,adj
hopes,2,1,noun
horde,1,-1,noun
horrendous,2,-1,adj
horrendously,2,-1,anypos
horrible,2,-1,adj
horrible,2,-1,anypos
horribly,2,-1,anypos
horrid,2,-1,adj
horrific,2,-1,adj
horrifically,2,-1,anypos
horrify,2,-1,adj
horrify,2,-1,verb
horrifying,2,-1,anypos
horrifyingly,2,-1,anypos
horror,2,-1,noun
horrors,2,-1,noun
hospitable,2,1,adj
hostage,1,-1,noun
hostile,1,-1,adj
hostile,1,-1,noun
hostilities,1,-1,adj
hostilities,1,-1,noun
hostility,2,-1,adj
hostility,2,-1,noun
hot,1,1,adj
hothead,2,-1,noun
hotheaded,2,-1,adj
hotbeds,2,-1,adj
hotbeds,2,-1,noun
hothouse,1,-1,adj
hothouse,1,-1,noun
however,1,0,anypos
hubris,2,-1,noun
huckster,2,-1,noun
hug,2,1,adj
hug,2,1,noun
huge,1,0,adj
humane,2,1,adj
humane,2,1,noun
humanists,1,1,adj
humanists,1,1,noun
humanity,1,1,noun
humankind,2,1,noun
humble,2,1,verb
humbling,2,-1,anypos
humiliate,2,-1,verb
humiliating,2,-1,adj
humiliation,2,-1,noun
humility,2,1,noun
humor,2,1,verb
humorous,2,1,anypos
humorously,2,1,anypos
humour,2,1,adj
humour,2,1,noun
humourous,2,1,anypos
hunger,2,-1,verb
hungry,1,-1,adj
hurt,1,-1,adj
hurt,1,-1,verb
hurtful,1,-1,adj
hustler,1,-1,noun
hypnotize,1,0,verb
hypocrisy,2,-1,noun
hypocrite,2,-1,noun
hypocrites,2,-1,noun
hypocritical,2,-1,adj
hypocritically,2,-1,noun
hysteria,2,-1,noun
hysteric,2,-1,adj
hysterical,2,-1,anypos
hysterically,2,-1,anypos
hysterics,2,-1,noun
icy,1,-1,adj
idea,1,0,adj
idea,1,0,noun
ideal,2,1,adj
ideal,2,1,noun
idealism,1,1,noun
idealist,1,1,noun
idealize,2,1,verb
ideally,2,1,anypos
idiocies,2,-1,anypos
idiocy,2,-1,anypos
idiot,2,-1,anypos
idiotic,2,-1,anypos
idiotically,2,-1,anypos
idiots,2,-1,anypos
idle,1,-1,adj
idol,2,1,adj
idol,2,1,noun
idolize,2,1,verb
idolized,2,1,adj
idyllic,2,1,anypos
ignite,1,0,verb
ignoble,2,-1,adj
ignominious,2,-1,adj
ignominiously,2,-1,adverb
ignominy,2,-1,noun
ignore,1,-1,verb
ignorance,2,-1,adj
ignorance,2,-1,noun
ignorant,2,-1,adj
ignorant,2,-1,noun
ill,1,-1,adj
ill,1,-1,noun
ill-advised,2,-1,adj
ill-conceived,2,-1,adj
ill-fated,2,-1,adj
ill-favored,2,-1,adj
ill-mannered,2,-1,adj
ill-natured,2,-1,adj
ill-sorted,2,-1,adj
ill-tempered,2,-1,adj
ill-treated,2,-1,adj
ill-treatment,2,-1,adj
ill-treatment,2,-1,noun
ill-usage,2,-1,noun
ill-used,2,-1,adj
illegal,1,-1,adj
illegally,1,-1,adverb
illegitimate,1,-1,adj
illicit,1,-1,adj
illiquid,1,-1,adj
illiterate,1,-1,adj
illness,1,-1,noun
illogic,2,-1,noun
illogical,2,-1,adj
illogically,2,-1,adverb
illuminate,2,1,verb
illuminati,2,1,adj
illuminati,2,1,noun
illuminating,2,1,anypos
illumine,2,1,verb
illusion,2,-1,adj
illusion,2,-1,noun
illusions,2,-1,adj
illusions,2,-1,noun
illusory,2,-1,adj
illustrious,2,1,adj
imaginary,2,-1,adj
imagination,2,0,adj
imagination,2,0,noun
imaginative,2,1,adj
imagine,2,0,verb
imbalance,2,-1,adj
imbalance,2,-1,noun
imbecile,2,-1,anypos
imbroglio,2,-1,noun
immaculate,2,1,adj
immaculately,2,1,adverb
immaterial,2,-1,adj
immature,1,-1,adj
immediate,1,0,adj
immediately,2,0,anypos
immense,1,0,adj
immensely,2,0,anypos
immensity,2,0,noun
immensurable,2,0,noun
imminence,2,-1,noun
imminent,2,-1,adj
imminently,2,-1,adverb
immobilized,1,-1,anypos
immoderate,2,-1,adj
immoderately,2,-1,adverb
immodest,2,-1,adj
immoral,2,-1,adj
immorality,2,-1,noun
immorally,2,-1,anypos
immovable,2,-1,adj
immune,1,0,adj
impair,2,-1,verb
impaired,2,-1,adj
impartial,1,1,adj
impartiality,1,1,noun
impartially,1,1,adverb
impasse,2,-1,noun
impassioned,2,1,adj
impassive,1,0,adj
impatience,2,-1,noun
impatient,2,-1,adj
impatiently,2,-1,adverb
impeach,2,-1,verb
impeccable,2,1,adj
impeccably,2,1,anypos
impede,2,-1,verb
impedance,2,-1,noun
impediment,2,-1,noun
impel,2,1,verb
impending,2,-1,adj
impending,2,-1,noun
impenitent,2,-1,adj
imperative,2,0,adj
imperatively,2,0,adverb
imperfect,1,-1,adj
imperfectly,1,-1,adverb
imperial,1,1,adj
imperialist,2,-1,noun
imperil,2,-1,verb
imperious,2,-1,adj
imperiously,2,-1,adverb
impermissible,1,-1,adj
impersonal,1,-1,adj
impertinent,2,-1,adj
imperturbable,2,1,adj
impervious,2,1,adj
impetuous,2,-1,adj
impetuously,2,-1,anypos
impetus,1,1,noun
impiety,2,-1,noun
impinge,2,-1,verb
impious,2,-1,adj
implacable,2,-1,adj
implausible,2,-1,adj
implausibly,2,-1,anypos
implicate,1,-1,verb
implication,1,-1,adj
implication,1,-1,noun
implicit,1,0,adj
implode,2,-1,verb
implore,2,0,verb
imploring,2,0,adj
imploringly,2,0,anypos
imply,2,0,verb
impolite,2,-1,adj
impolitely,2,-1,adverb
impolitic,2,-1,adj
importance,1,1,noun
important,1,1,adj
importantly,1,1,adverb
importunate,2,-1,adj
importune,2,-1,verb
impose,2,-1,verb
imposers,2,-1,adj
imposers,2,-1,noun
imposing,1,-1,adj
imposing,1,-1,noun
imposition,2,-1,adj
imposition,2,-1,noun
impossible,1,-1,adj
impossiblity,1,-1,noun
impossibly,1,-1,adverb
impotent,2,-1,adj
impotent,2,-1,noun
impoverish,1,-1,verb
impoverished,1,-1,adj
impractical,2,-1,adj
impractical,2,-1,noun
imprecate,2,-1,verb
imprecise,1,-1,adj
imprecisely,1,-1,adverb
imprecision,1,-1,adj
impregnable,2,1,adj
impress,1,1,verb
impression,1,1,adj
impression,1,1,noun
impressions,1,1,adj
impressions,1,1,noun
impressive,2,1,adj
impressively,2,1,anypos
impressiveness,2,1,noun
imprison,1,-1,verb
imprisonment,1,-1,noun
improbability,2,-1,noun
improbable,2,-1,adj
improbably,2,-1,adverb
improper,2,-1,adj
improperly,2,-1,adverb
impropriety,2,-1,noun
improving,1,1,adj
improve,1,1,verb
improved,1,1,adj
improvement,1,1,noun
improvise,2,1,verb
imprudence,2,-1,noun
imprudent,2,-1,adj
impudence,2,-1,noun
impudent,2,-1,adj
impudently,2,-1,anypos
impugn,2,-1,verb
impulsive,2,-1,adj
impulsively,2,-1,adverb
impunity,1,-1,adj
impunity,1,-1,noun
impure,2,-1,adj
impurity,2,-1,noun
inability,1,-1,adj
inability,1,-1,noun
inaccessible,1,-1,adj
inaccuracy,1,-1,noun
inaccuracies,1,-1,noun
inaccurate,2,-1,adj
inaccurately,2,-1,adverb
inaction,1,-1,noun
inactive,1,-1,adj
inadequacy,1,-1,noun
inadequate,1,-1,adj
inadequately,1,-1,adverb
inadverent,1,-1,adj
inadverently,1,-1,adverb
inadvisable,1,-1,adj
inadvisably,1,-1,adverb
inalienable,1,1,adj
inane,2,-1,adj
inanely,2,-1,adverb
inappropriate,2,-1,adj
inappropriately,2,-1,adverb
inapt,2,-1,adj
inaptitude,2,-1,noun
inarguable,2,0,adj
inarguably,2,0,adverb
inarticulate,2,-1,adj
inattentive,2,-1,adj
incapable,2,-1,adj
incapably,2,-1,adverb
incautious,2,-1,adj
incendiary,2,-1,anypos
incense,1,-1,verb
incessant,2,-1,adj
incessantly,2,-1,adverb
incisive,2,1,adj
incisively,2,1,anypos
incisiveness,2,1,noun
incite,1,-1,verb
incitement,1,-1,adj
incitement,1,-1,noun
incivility,2,-1,noun
inclement,1,-1,adj
inclination,2,1,adj
inclination,2,1,noun
inclinations,2,1,anypos
inclined,2,1,adj
inclusive,1,1,adj
incognizant,2,-1,adj
incoherence,2,-1,noun
incoherent,2,-1,adj
incoherently,2,-1,adj
incommensurate,2,-1,adj
incomparable,1,-1,adj
incomparably,1,-1,adverb
incompatibility,1,-1,noun
incompatible,1,-1,adj
incompatible,1,-1,noun
incompetence,2,-1,noun
incompetent,2,-1,adj
incompetently,2,-1,adverb
incomplete,1,-1,adj
incompliant,1,-1,adj
incomprehensible,2,-1,adj
incomprehension,2,-1,noun
inconceivable,2,-1,adj
inconceivably,2,-1,adverb
inconclusive,1,-1,adj
incongruous,2,-1,adj
incongruously,2,-1,adverb
inconsequent,2,-1,adj
inconsequently,2,-1,adverb
inconsequential,2,-1,adj
inconsequentially,2,-1,adverb
inconsiderate,2,-1,adj
inconsiderately,2,-1,adverb
inconsistence,2,-1,noun
inconsistencies,2,-1,adj
inconsistencies,2,-1,noun
inconsistency,1,-1,noun
inconsistent,1,-1,adj
inconsolable,2,-1,adj
inconsolably,2,-1,anypos
inconstant,2,-1,adj
incontestable,2,1,adj
incontrovertible,2,1,adj
inconvenience,2,-1,adj
inconvenience,2,-1,noun
inconvenient,2,-1,anypos
inconveniently,2,-1,anypos
incorrect,1,-1,anypos
incorrectly,2,-1,anypos
incorrigible,2,-1,adj
incorrigibly,2,-1,adverb
incorruptible,2,1,adj
increasing,1,0,adj
increasingly,1,0,adverb
incredible,2,1,anypos
incredibly,2,1,anypos
incredulous,2,-1,adj
incredulously,2,-1,anypos
inculcate,2,-1,verb
indebted,1,1,adj
indecency,2,-1,noun
indecent,2,-1,adj
indecently,2,-1,anypos
indecision,2,-1,noun
indecisive,2,-1,adj
indecisively,2,-1,adverb
indecorum,2,-1,noun
indeed,2,0,anypos
indefatigable,2,1,adj
indefensible,2,-1,adj
indefensible,2,-1,noun
indefinite,1,-1,adj
indefinitely,1,-1,adverb
indelible,2,1,adj
indelibly,2,1,adj
indelicate,2,-1,adj
independence,1,1,adj
independence,1,1,noun
independent,1,1,adj
indescribable,2,1,adj
indescribably,2,1,adverb
indestructible,2,1,adj
indeterminable,1,-1,adj
indeterminably,1,-1,adverb
indeterminate,1,-1,adj
indication,1,0,adj
indication,1,0,noun
indicative,2,0,adj
indicative,2,0,noun
indifference,2,-1,noun
indifferent,2,-1,adj
indigent,1,-1,adj
indignant,2,-1,adj
indignantly,2,-1,anypos
indignation,2,-1,noun
indignity,2,-1,adj
indignity,2,-1,noun
indirect,1,0,adj
indiscernible,1,-1,adj
indiscreet,2,-1,adj
indiscreet,2,-1,noun
indiscreetly,2,-1,adverb
indiscretion,2,-1,anypos
indiscriminate,2,-1,adj
indiscriminating,2,-1,adj
indiscriminately,2,-1,adverb
indispensable,2,1,adj
indispensability,2,1,noun
indisposed,2,-1,adj
indisputable,2,1,adj
indistinct,1,-1,adj
indistinctive,1,-1,adj
individuality,1,1,noun
indoctrinate,2,-1,anypos
indoctrination,2,-1,adj
indoctrination,2,-1,noun
indolent,2,-1,adj
indomitable,2,1,adj
indomitably,2,1,adj
indubitable,2,1,anypos
indubitably,2,1,anypos
indulge,2,-1,verb
indulgence,2,1,noun
indulgent,2,1,adj
industrious,1,1,adj
ineffective,1,-1,adj
ineffectively,1,-1,adverb
ineffectiveness,1,-1,noun
ineffectual,1,-1,adj
ineffectually,1,-1,adverb
ineffectualness,1,-1,noun
inefficacious,2,-1,adj
inefficacious,2,-1,noun
inefficacy,2,-1,noun
inefficiency,1,-1,noun
inefficient,1,-1,adj
inefficiently,1,-1,adverb
ineligible,1,-1,adj
inelegance,2,-1,noun
inelegant,2,-1,adj
ineloquent,2,-1,adj
ineloquently,2,-1,adverb
inept,2,-1,adj
ineptitude,2,-1,anypos
ineptitude,2,-1,noun
ineptly,2,-1,anypos
inequalities,1,-1,adj
inequalities,1,-1,noun
inequality,2,-1,adj
inequality,2,-1,noun
inequitable,2,-1,adj
inequitably,2,-1,adverb
inequities,2,-1,adj
inequities,2,-1,noun
inertia,1,-1,adj
inertia,1,-1,noun
inescapable,2,-1,adj
inescapably,2,-1,adj
inessential,2,-1,adj
inestimable,2,1,adj
inestimably,2,1,adverb
inevitable,2,-1,adj
inevitable,2,-1,noun
inevitably,2,-1,adverb
inexact,1,-1,adj
inexcusable,2,-1,adj
inexcusably,2,-1,adverb
inexorable,2,-1,adj
inexorably,2,-1,adverb
inexpensive,1,1,adj
inexperience,1,-1,noun
inexperienced,1,-1,adj
inexpert,1,-1,adj
inexpertly,1,-1,adverb
inexpiable,2,-1,adj
inexplainable,2,-1,adj
inexplicable,2,-1,adj
inextricable,2,-1,adj
inextricably,2,-1,adverb
infallible,2,1,adj
infallibly,2,1,adverb
infallibility,2,1,noun
infamous,2,-1,adj
infamously,2,-1,adverb
infamy,2,-1,noun
infatuated,2,0,anypos
infected,1,-1,anypos
infectious,1,0,adj
infer,2,0,verb
inference,1,0,adj
inference,1,0,noun
inferior,2,-1,adj
inferiority,2,-1,noun
infernal,2,-1,adj
infest,1,-1,verb
infested,1,-1,adj
infidel,2,-1,noun
infidels,2,-1,noun
infiltrator,1,-1,noun
infiltrators,1,-1,adj
infiltrators,1,-1,noun
infirm,2,-1,adj
inflame,2,-1,verb
inflammatory,2,-1,adj
inflated,1,-1,adj
inflationary,1,-1,adj
inflexible,2,-1,adj
inflict,2,-1,verb
influence,1,0,adj
influence,1,0,noun
influential,1,1,adj
informational,1,0,adj
informative,1,1,adj
infraction,1,-1,noun
infringe,2,-1,verb
infringement,2,-1,noun
infringements,2,-1,adj
infringements,2,-1,noun
infuriate,2,-1,verb
infuriated,2,-1,adj
infuriating,2,-1,anypos
infuriatingly,2,-1,anypos
ingenious,2,1,adj
ingeniously,2,1,anypos
ingenuity,2,1,noun
ingenuous,2,1,adj
ingenuously,2,1,adverb
inglorious,2,-1,adj
ingrate,2,-1,noun
ingratiate,2,1,verb
ingratiating,2,1,adj
ingratiatingly,2,1,adverb
ingratitude,2,-1,noun
inherent,2,0,adj
inherent,2,0,noun
inhibit,1,-1,verb
inhibition,1,-1,noun
inhospitable,2,-1,adj
inhospitality,2,-1,noun
inhuman,2,-1,adj
inhumane,2,-1,adj
inhumanity,2,-1,noun
inimical,2,-1,adj
inimically,2,-1,adverb
iniquitous,2,-1,adj
iniquity,2,-1,noun
injudicious,2,-1,adj
injure,1,-1,verb
injurious,1,-1,adj
injury,1,-1,noun
injustice,2,-1,adj
injustice,2,-1,noun
injustices,2,-1,adj
injustices,2,-1,noun
inkling,2,0,anypos
inklings,2,0,adj
inklings,2,0,noun
innocence,1,1,adj
innocence,1,1,noun
innocent,1,1,adj
innocently,1,1,adj
innocuous,2,1,adj
innocuous,2,1,noun
innovation,1,1,adj
innovation,1,1,noun
innovative,1,1,adj
innumerable,1,0,adj
innumerably,1,0,adverb
innumerous,1,0,adj
innuendo,2,-1,adj
innuendo,2,-1,noun
inoffensive,2,1,adj
inopportune,2,-1,adj
inordinate,2,-1,adj
inordinately,2,-1,anypos
inquisitive,2,1,adj
insane,2,-1,adj
insanely,2,-1,anypos
insanity,2,-1,noun
insatiable,2,-1,adj
insecure,1,-1,adj
insecurity,2,-1,adj
insecurity,2,-1,noun
insensible,1,-1,adj
insensitive,2,-1,adj
insensitively,2,-1,adverb
insensitivity,2,-1,adj
insensitivity,2,-1,noun
insidious,2,-1,adj
insidiously,2,-1,anypos
insight,2,1,adj
insight,2,1,noun
insightful,2,1,anypos
insightfully,2,1,anypos
insights,2,0,anypos
insignificance,1,-1,noun
insignificant,1,-1,adj
insignificantly,1,-1,adverb
insincere,2,-1,adj
insincerely,2,-1,adverb
insincerity,2,-1,noun
insinuate,2,-1,verb
insinuating,2,-1,adj
insinuation,2,-1,adj
insinuation,2,-1,noun
insist,2,1,verb
insistence,1,1,adj
insistence,1,1,noun
insistent,2,1,adj
insistently,2,1,anypos
insociable,2,-1,adj
isolation,1,-1,noun
insolence,2,-1,anypos
insolence,2,-1,noun
insolent,2,-1,adj
insolently,2,-1,anypos
insolvent,1,-1,adj
insouciance,2,-1,noun
inspiration,2,1,noun
inspirational,2,1,adj
inspire,2,1,verb
inspiring,2,1,adj
inspiring,2,1,anypos
instability,1,-1,noun
instable,1,-1,adj
instigate,2,-1,verb
instigator,2,-1,noun
instigators,2,-1,noun
instructive,1,1,adj
instrumental,1,1,adj
insubordinate,1,-1,adj
insubstantial,2,-1,adj
insubstantially,2,-1,adverb
insufferable,2,-1,adj
insufferably,2,-1,adverb
insufficiency,1,-1,noun
insufficient,1,-1,adj
insufficiently,1,-1,adverb
insular,1,-1,adj
insult,2,-1,noun
insult,2,-1,verb
insulted,2,-1,adj
insulting,2,-1,adj
insulting,2,-1,anypos
insultingly,2,-1,anypos
insupportable,2,-1,adj
insupportably,2,-1,adverb
insurmountable,1,-1,adj
insurmountably,1,-1,adverb
insurrection,1,-1,adj
insurrection,1,-1,noun
intact,1,1,adj
integral,1,1,adj
integrity,2,1,noun
intelligent,2,1,adj
intelligence,1,1,noun
intelligible,2,1,adj
intend,1,0,verb
intense,1,0,adj
intense,1,0,noun
intensive,1,0,adj
intensively,1,0,adverb
intent,1,0,adj
intent,1,0,noun
intention,1,0,adj
intention,1,0,noun
intentions,1,0,adj
intentions,1,0,noun
intents,1,0,adj
intents,1,0,noun
intercede,1,1,verb
interest,1,1,adj
interest,1,1,noun
interest,1,1,verb
interested,1,1,adj
interesting,2,1,anypos
interests,1,1,adj
interests,1,1,noun
interfere,1,-1,verb
interference,1,-1,adj
interference,1,-1,noun
intermittent,1,-1,adj
interrupt,1,-1,verb
interruption,1,-1,noun
intimacy,2,1,adj
intimacy,2,1,noun
intimate,1,1,adj
intimate,2,0,verb
intimidate,1,-1,verb
intimidating,2,-1,anypos
intimidatingly,2,-1,anypos
intimidation,1,-1,adj
intimidation,1,-1,noun
intolerable,2,-1,adj
intolerablely,2,-1,anypos
intolerance,2,-1,adj
intolerance,2,-1,noun
intolerant,2,-1,anypos
intoxicate,1,-1,verb
intractable,1,-1,adj
intransigence,2,-1,adj
intransigence,2,-1,noun
intransigent,2,-1,anypos
intricate,1,1,adj
intrigue,2,1,adj
intrigue,2,1,noun
intrigue,1,0,verb
intriguing,2,1,adj
intriguing,2,1,anypos
intriguingly,2,1,anypos
intrude,2,-1,verb
intrusion,1,-1,noun
intrusive,2,-1,adj
intuitive,2,1,adj
inundate,2,-1,verb
inundated,2,-1,anypos
invader,1,-1,adj
invader,1,-1,noun
invalid,2,-1,adj
invalidate,2,-1,verb
invalidity,2,-1,noun
invaluable,2,1,adj
invaluablely,2,1,anypos
invasive,1,-1,adj
invective,2,-1,anypos
inveigle,2,-1,verb
inventive,1,1,adj
invidious,2,-1,adj
invidiously,2,-1,anypos
invidiousness,2,-1,noun
invigorate,1,1,verb
invigorating,2,1,anypos
invincibility,2,1,anypos
invincible,2,1,adj
inviolable,2,1,adj
inviolate,2,1,adj
invisible,1,0,adj
invulnerable,2,1,adj
involuntarily,1,-1,adverb
involuntary,1,-1,adj
irate,2,-1,adj
irately,2,-1,anypos
ire,2,-1,noun
irk,2,-1,verb
irksome,2,-1,anypos
ironic,2,-1,adj
ironies,2,-1,adj
ironies,2,-1,noun
irony,2,-1,anypos
irrational,2,-1,adj
irrationality,2,-1,noun
irrationally,2,-1,anypos
irreconcilable,2,-1,adj
irredeemable,2,-1,adj
irredeemably,2,-1,adverb
irreformable,2,-1,adj
irrefutable,2,1,adj
irrefutably,2,1,anypos
irregardless,2,0,anypos
irregular,1,-1,adj
irregularity,1,-1,noun
irrelevance,2,-1,noun
irrelevant,2,-1,adj
irreparable,2,-1,adj
irreplacible,2,-1,adj
irrepressible,2,-1,adj
irreproachable,2,1,adj
irresistible,2,1,adj
irresistibly,2,1,anypos
irresolute,2,-1,adj
irresolvable,1,-1,adj
irresponsible,2,-1,adj
irresponsibly,2,-1,adverb
irretrievable,1,-1,adj
irreverence,2,-1,noun
irreverent,2,-1,adj
irreverently,2,-1,adverb
irreversible,2,-1,adj
irreversible,2,-1,noun
irritable,2,-1,adj
irritably,2,-1,adverb
irritant,1,-1,noun
irritate,2,-1,verb
irritated,2,-1,adj
irritating,2,-1,anypos
irritation,2,-1,adj
irritation,2,-1,noun
isolate,1,-1,verb
isolated,1,-1,adj
isolation,1,-1,noun
itch,2,-1,verb
jabber,2,-1,verb
jaded,2,-1,adj
jam,1,-1,noun
jar,1,-1,verb
jaundiced,2,-1,adj
jauntily,2,1,adverb
jaunty,2,1,adj
jealous,2,-1,adj
jealously,2,-1,anypos
jealousness,2,-1,noun
jealousy,2,-1,noun
jeer,2,-1,noun
jeer,2,-1,verb
jeering,2,-1,anypos
jeeringly,2,-1,anypos
jeers,2,-1,noun
jeopardize,2,-1,verb
jeopardy,2,-1,noun
jerk,2,-1,anypos
jest,2,1,verb
jittery,2,-1,adj
jobless,1,-1,adj
joke,2,1,noun
joke,2,1,verb
joker,2,-1,noun
jollify,1,1,verb
jolly,2,1,anypos
jolt,1,-1,verb
jovial,2,1,adj
joy,2,1,noun
joyful,2,1,adj
joyfully,2,1,anypos
joyless,2,1,adj
joyous,2,1,anypos
joyously,2,1,anypos
jubilant,2,1,adj
jubilantly,2,1,anypos
jubilate,2,1,verb
jubilation,2,1,anypos
jubilation,2,1,noun
judgement,1,0,adj
judgement,1,0,noun
judgements,1,0,adj
judgements,1,0,noun
judicious,2,1,adj
judgment,1,0,adj
judgment,1,0,noun
judgments,1,0,adj
judgments,1,0,noun
jumpy,1,-1,adj
junk,1,-1,noun
junky,1,-1,adj
just,2,1,adj
just,1,1,anypos
just,1,1,noun
justice,1,1,adj
justice,1,1,noun
justifiable,2,1,adj
justifiably,2,1,anypos
justification,2,1,noun
justify,2,1,verb
justly,2,1,anypos
juvenile,1,-1,adj
kaput,2,-1,adj
keen,2,1,adj
keen,2,-1,noun
keen,2,-1,verb
keenly,2,1,anypos
keenness,2,1,adj
keenness,2,1,noun
kemp,2,1,adj
key,1,0,adj
kick,2,-1,adj
kick,2,-1,noun
kid,2,1,verb
kill,1,-1,verb
killer,1,-1,noun
killer,1,-1,noun
killjoy,2,-1,noun
kind,2,1,adj
kindly,2,1,anypos
kindliness,2,1,noun
kindness,2,1,noun
kingmaker,2,1,noun
kiss,1,1,noun
kiss,1,1,verb
knave,2,-1,noun
knife,1,-1,verb
knock,1,-1,noun
knock,1,-1,verb
knew,2,0,verb
know,2,0,verb
knowing,2,0,anypos
knowingly,2,0,anypos
knowledge,2,0,noun
knowledgeable,2,1,anypos
kook,2,-1,noun
kooky,2,-1,adj
lack,2,-1,adj
lack,2,-1,noun
lackadaisical,2,-1,adj
lackey,2,-1,noun
lackeys,2,-1,adj
lackeys,2,-1,noun
lacking,2,-1,adj
lackluster,2,-1,anypos
laconic,2,-1,adj
lag,1,-1,verb
lambast,2,-1,verb
lambaste,2,-1,verb
lame,1,-1,adj
lame-duck,2,-1,adj
lament,2,-1,verb
lamentable,2,-1,anypos
lamentably,2,-1,anypos
languid,2,-1,adj
languish,2,-1,verb
lanky,1,-1,adj
languor,2,-1,noun
languorous,2,-1,adj
languorously,2,-1,adverb
large,1,0,adj
large-scale,1,0,adj
lapse,1,-1,noun
large,1,1,adj
large,1,1,adverb
largely,1,0,adverb
lark,2,1,verb
lascivious,2,-1,adj
last-ditch,2,-1,adj
last-ditch,2,-1,noun
lastly,2,0,anypos
laud,2,1,verb
laudable,2,1,anypos
laudably,2,1,anypos
laugh,2,-1,noun
laugh,2,-1,verb
laughable,2,-1,anypos
laughably,2,-1,anypos
laughingstock,2,-1,noun
laughter,2,-1,noun
lavish,2,1,adj
lavish,2,1,verb
lavishly,2,1,anypos
law-abiding,2,1,adj
lawbreaker,2,-1,adj
lawbreaking,2,-1,anypos
lawful,1,1,adj
lawfully,1,1,adverb
lawless,2,-1,adj
lawlessness,2,-1,adj
lawlessness,2,-1,noun
lax,2,-1,adj
lax,2,-1,noun
lazy,2,-1,adj
leading,1,1,adj
leak,1,-1,verb
leakage,1,-1,noun
leaky,1,-1,adj
lean,1,1,adj
lean,1,1,noun
learn,1,0,adj
learning,1,1,noun
learned,1,1,noun
least,1,-1,anypos
lech,2,-1,noun
lecher,2,-1,noun
lecher,2,-1,noun
lecherous,2,-1,adj
lechery,2,-1,noun
lecture,1,-1,noun
lecture,1,-1,verb
leech,2,-1,adj
leech,2,-1,noun
leech,2,-1,verb
leer,2,-1,noun
leer,2,-1,verb
leery,2,-1,adj
left-leaning,2,-1,adj
legacy,1,0,noun
legacies,1,0,adj
legacies,1,0,noun
legalistic,1,0,adj
legalistic,1,0,noun
legendary,1,1,adj
legitimacy,1,1,noun
legitimate,1,1,adj
legitimately,1,1,adverb
lenient,1,1,adj
leniently,1,1,adverb
less,1,-1,adverb
less-developed,1,-1,adj
less-expensive,1,1,adj
lessen,1,-1,verb
lesser,1,-1,anypos
lesser-known,1,-1,adj
letch,2,-1,noun
lethal,1,-1,adj
lethargic,1,-1,adj
lethargy,1,-1,noun
leverage,1,1,noun
leverage,1,1,verb
levity,2,1,noun
lewd,2,-1,adj
lewdly,2,-1,adverb
lewdness,2,-1,noun
liable,1,-1,adj
liability,2,-1,adj
liability,2,-1,noun
liar,2,-1,adj
liar,2,-1,noun
liars,2,-1,adj
liars,2,-1,noun
liberal,1,1,adj
liberation,1,1,adj
liberation,1,1,noun
liberalism,1,1,noun
liberally,1,1,adverb
liberate,2,1,verb
liberty,2,1,noun
licentious,2,-1,adj
licentiously,2,-1,adverb
licentiousness,2,-1,noun
lie,2,-1,adj
lie,2,-1,noun
lie,1,-1,verb
lier,2,-1,noun
lies,2,-1,adj
lies,2,-1,noun
life-threatening,1,-1,adj
lifeblood,2,1,noun
lifeless,1,-1,adj
